iter	Logloss
291	0.1025892747
292	0.1025202027
293	0.1024097977
294	0.1021621864
295	0.102035863
296	0.1018348924
297	0.101497162
298	0.1011414122
299	0.1009953248
300	0.1007208964
301	0.1005698209
302	0.1004216269
303	0.100234316
304	0.1000256178
305	0.09961880624
306	0.09952162796
307	0.09939097661
308	0.09929079151
309	0.09882625904
310	0.09855877909
311	0.09835342416
312	0.09825440887
313	0.09811550676
314	0.09794962336
315	0.09779378748
316	0.09748498924
317	0.09738914202
318	0.09713463822
319	0.09689932918
320	0.09662445378
321	0.09645616813
322	0.09623370889
323	0.09611086517
324	0.09604071362
325	0.09584341883
326	0.09570197186
327	0.09549649681
328	0.09541511198
329	0.09534703666
330	0.095232749
331	0.09520513891
332	0.09493872202
333	0.09473771566
334	0.09453179642
335	0.09447823541
336	0.09425844546
337	0.09408793796
338	0.09382645416
339	0.09352549293
340	0.09348940788
341	0.0933637117
342	0.09326363694
343	0.09323571597
344	0.09304847949
345	0.09292858399
346	0.09271574994
347	0.09258547323
348	0.09242493847
349	0.09226072744
350	0.09219483415
351	0.092131335
352	0.09207102517
353	0.09197899993
354	0.091763848
355	0.09168897261
356	0.09151467825
357	0.09133734388
358	0.09120998933
359	0.09093692574
360	0.09065331945
361	0.09053606243
362	0.09034036177
363	0.09005150868
364	0.0898842895
365	0.08969289348
366	0.08936607562
367	0.08913802959
368	0.08902815793
369	0.08884010709
370	0.08853471959
371	0.08834000673
372	0.08811902257
373	0.08791091709
374	0.08773639331
375	0.08770785521
376	0.08733908448
377	0.08729176619
378	0.08708778014
379	0.08698448007
380	0.08677230002
381	0.08654978209
382	0.08635798271
383	0.08621813198
384	0.08615412775
385	0.08604796143
386	0.08585918817
387	0.08570704621
388	0.08547654284
389	0.08541566221
390	0.08529280222
391	0.08517842003
392	0.08507881885
393	0.08502607912
394	0.08482212098
395	0.08482152619
396	0.08463140871
397	0.08449699016
398	0.08410257087
399	0.08406783479
400	0.08406720448
401	0.08394385039
402	0.08380669138
403	0.08372121555
404	0.08357203543
405	0.08346957652
406	0.08327015695
407	0.0831923027
408	0.08302128206
409	0.08284593826
410	0.08269895633
411	0.08255505782
412	0.08236226563
413	0.08213441248
414	0.08213312243
415	0.08180178787
416	0.08172020055
417	0.08165020897
418	0.08154188659
419	0.08141748905
420	0.08128839071
421	0.08109727081
422	0.08106948763
423	0.08101952386
424	0.08089043376
425	0.08077513141
426	0.08066875559
427	0.08057980845
428	0.08039589046
429	0.08035607532
430	0.0803184019
431	0.08022278947
432	0.07999450748
433	0.07982822776
434	0.07966202665
435	0.07956799886
436	0.07947629317
437	0.07921514303
438	0.07914529034
439	0.0789915456
440	0.07876571333
441	0.07868528865
442	0.07839909252
443	0.07821721716
444	0.07800746841
445	0.07796430837
446	0.07783934654
447	0.07779651808
448	0.07764257432
449	0.07744178713
450	0.07722312965
451	0.07689979522
452	0.07685058793
453	0.07679799883
454	0.07676666189
455	0.07660971955
456	0.07659878727
457	0.0764226015
458	0.07637158368
459	0.07629926849
460	0.07621254898
461	0.07616453002
462	0.07605032005
463	0.07596769244
464	0.07594518297
465	0.07584648927
466	0.07571191109
467	0.07558849183
468	0.07550028664
469	0.07536841976
470	0.07512632393
471	0.07493423586
472	0.07469872537
473	0.07452931618
474	0.07452908397
475	0.07435586796
476	0.07424551867
477	0.0741665088
478	0.07413097001
479	0.07394097655
480	0.07371305612
481	0.07362272575
482	0.0733972959
483	0.07331447356
484	0.07307225215
485	0.07287800065
486	0.07287776024
487	0.07269242671
488	0.0723938292
489	0.07222214608
490	0.07207318356
491	0.07198529302
492	0.07193351804
493	0.07192008604
494	0.07179472193
495	0.07172903091
496	0.0716194451
497	0.07146988357
498	0.07136037978
499	0.07100731577
500	0.07080243028
501	0.07058723141
502	0.07041374356
503	0.07017488374
504	0.07012001948
505	0.07003282812
506	0.06990697076
507	0.06980395733
508	0.06969455758
509	0.06931056495
510	0.06913164408
511	0.06907121648
512	0.06865378441
513	0.06852590498
514	0.0683743436
515	0.06823578428
516	0.06809399371
517	0.0679899789
518	0.06792811099
519	0.06791864651
520	0.06779868203
521	0.06762281857
522	0.06756938767
523	0.06747580843
524	0.06741714528
525	0.06734526887
526	0.06726262401
527	0.06716193193
528	0.06709517499
529	0.0669073339
530	0.06685301769
531	0.06683219386
532	0.06673607746
533	0.06654648385
534	0.06650894533
535	0.06635512877
536	0.06630165062
537	0.0662603536
538	0.0660842846
539	0.065924559
540	0.06584301738
541	0.0656286687
542	0.06536110138
543	0.0650840654
544	0.06501878146
545	0.06492740673
546	0.06482179475
547	0.06464678552
548	0.06451502526
549	0.06446982343
550	0.06414019154
551	0.06399045946
552	0.0639210235
553	0.06381181501
554	0.06366489421
555	0.0635617681
556	0.06338896916
557	0.06330388541
558	0.06319521977
559	0.06309226512
560	0.0630491168
561	0.06288737211
562	0.06284295193
563	0.06271630069
564	0.06259701606
565	0.06253000655
566	0.06244582882
567	0.06232881526
568	0.06228279283
569	0.06218330137
570	0.06203833514
571	0.06200294512
572	0.06189947851
573	0.06182571167
574	0.06179664029
575	0.06170306263
576	0.0616424176
577	0.06156469753
578	0.0615646314
579	0.06141742493
580	0.06130128209
581	0.06111598889
582	0.06104940457
583	0.06094319679
584	0.06090030074
585	0.06084993041
586	0.06080291054
587	0.0608028537
588	0.06075179133
589	0.0605907735
590	0.0604840164
591	0.06039918783
592	0.06035457636
593	0.06033407664
594	0.06022908836
595	0.0600919744
596	0.06000496642
597	0.05971296331
598	0.05957203421
599	0.05943398208
600	0.05931124176
601	0.05919477005
602	0.05908147581
603	0.05889060828
604	0.05879182059
605	0.05875407023
606	0.05860408871
607	0.05854878572
608	0.05851062704
609	0.05844619783
610	0.05823921172
611	0.05804094479
612	0.05791194035
613	0.05786576749
614	0.05776845073
615	0.05768418784
616	0.05759144627
617	0.05749070585
618	0.05744000534
619	0.05738383865
620	0.05723538842
621	0.05723534772
622	0.05718999458
623	0.05703422499
624	0.05696065299
625	0.05695436744
626	0.05694905122
627	0.05689513992
628	0.05682456728
629	0.0567084606
630	0.0565526848
631	0.05633130684
632	0.05631115761
633	0.05621193479
634	0.0561991884
635	0.05613204228
636	0.05602447939
637	0.05598601192
638	0.05587450795
639	0.05578205094
640	0.05564704015
641	0.05560495384
642	0.05553363121
643	0.05534275472
644	0.05524831326
645	0.0551063945
646	0.05508653652
647	0.05504816665
648	0.05487391623
649	0.05479989502
650	0.05463351608
651	0.05456901937
652	0.05436625675
653	0.05414164839
654	0.05406745827
655	0.05389384485
656	0.05384596149
657	0.05376212529
658	0.05372779456
659	0.05365289026
660	0.05360154303
661	0.05350424812
662	0.05337731024
663	0.05328412852
664	0.05316495851
665	0.05306105081
666	0.05299767168
667	0.0529886883
668	0.0529229364
669	0.05267033531
670	0.05260285533
671	0.05246070041
672	0.05234621512
673	0.05226344414
674	0.05223096149
675	0.05203155883
676	0.05178430472
677	0.05167640907
678	0.05159319805
679	0.05156812932
680	0.05144687355
681	0.05138956446
682	0.05123563068
683	0.05115218788
684	0.05107577437
685	0.05098106553
686	0.05087036378
687	0.05083277134
688	0.05070587557
689	0.05064900435
690	0.05050103195
691	0.05035396948
692	0.05030047709
693	0.05024661243
694	0.05017800086
695	0.05002610854
696	0.04993277734
697	0.04983023283
698	0.04973061443
699	0.04969202989
700	0.04964842419
701	0.04956056872
702	0.04942386735
703	0.0493736006
704	0.04927541943
705	0.0491884698
706	0.04914406459
707	0.04906063782
708	0.04899731453
709	0.04886579096
710	0.04874928218
711	0.0487412325
712	0.04869135467
713	0.04864327139
714	0.04849323178
715	0.04843749582
716	0.04836246015
717	0.04813667461
718	0.04807598007
719	0.04796137685
720	0.04791184276
721	0.04787816414
722	0.0478185532
723	0.04771198097
724	0.04750491882
725	0.04740842179
726	0.04740140584
727	0.04735287975
728	0.04729644877
729	0.04711363899
730	0.04709470622
731	0.04705390008
732	0.04696363185
733	0.04691016438
734	0.0468620327
735	0.04675977014
736	0.04673141349
737	0.046683162
738	0.0465635157
739	0.04650739535
740	0.04645451413
741	0.04639895898
742	0.04635085419
743	0.04618648049
744	0.04612702074
745	0.04595231521
746	0.04575110083
747	0.04565745882
748	0.045463741
749	0.04542561405
750	0.04533884672
751	0.04529469306
752	0.04525271839
753	0.04521174206
754	0.04517424991
755	0.04506851893
756	0.04488289209
757	0.04479697336
758	0.04475823222
759	0.0446670242
760	0.04458055003
761	0.04458055001
762	0.04444001292
763	0.0443886142
764	0.04432077196
765	0.04426580584
766	0.04422584848
767	0.04422584844
768	0.04419013641
769	0.04416441571
770	0.04406168315
771	0.04400865423
772	0.04397490934
773	0.04394421091
774	0.04389443866
775	0.04384788423
776	0.0437379105
777	0.04367544941
778	0.04364519674
779	0.04359356442
780	0.04346903293
781	0.04333214887
782	0.04331741662
783	0.04324701694
784	0.04313967003
785	0.04310732922
786	0.04303017493
787	0.04299879321
788	0.04293438019
789	0.04283711561
790	0.04280345481
791	0.04274808112
792	0.042730902
793	0.04267593649
794	0.04257178697
795	0.04251107902
796	0.04244572935
797	0.0423608957
798	0.04232656448
799	0.04228016018
800	0.04224897996
801	0.04218015457
802	0.04209358149
803	0.04200345227
804	0.04196628047
805	0.04193497364
806	0.04188304259
807	0.04188193638
808	0.04181597095
809	0.04170734004
810	0.04165682216
811	0.04156879292
812	0.04145470485
813	0.0413780048
814	0.0413296911
815	0.04126454648
816	0.04116874696
817	0.04113807112
818	0.04108304597
819	0.04098577465
820	0.04086855833
821	0.0408227575
822	0.04081207622
823	0.04079131567
824	0.0407687041
825	0.04073881489
826	0.04066837235
827	0.04061789107
828	0.04061788532
829	0.04058544978
830	0.04058469446
831	0.04055061213
832	0.04046617173
833	0.04042619652
834	0.0403523967
835	0.04022101853
836	0.04019723584
837	0.04016842485
838	0.04006961761
839	0.04006580759
840	0.04001266465
841	0.03995757305
842	0.03989665516
843	0.0398049904
844	0.0396955051
845	0.03964960707
846	0.03964741164
847	0.03959150226
848	0.03951925136
849	0.0394482017
850	0.03944541993
851	0.0393813105
852	0.03933786489
853	0.0393123594
854	0.0392419101
855	0.03920495414
856	0.03919615931
857	0.0391630814
858	0.03911323252
859	0.03896907
860	0.03890243821
861	0.03887639021
862	0.03885474911
863	0.0387980235
864	0.03874959862
865	0.03858834765
866	0.03854979936
867	0.03851797388
868	0.0384830739
869	0.0384669269
870	0.03844509977
871	0.03837512528
872	0.03834626659
873	0.03832345406
874	0.03829194251
875	0.03825108859
876	0.03818636343
877	0.03811077711
878	0.03802054038
879	0.03795149624
880	0.03785069363
881	0.03779874585
882	0.03772747151
883	0.03769089955
884	0.03766797727
885	0.03756117288
886	0.03743448481
887	0.03739689071
888	0.03733536425
889	0.03726967606
890	0.03719905291
891	0.0371850624
892	0.03713250713
893	0.03708640187
894	0.03708624281
895	0.03703226388
896	0.03697312672
897	0.0369353378
898	0.03691387244
899	0.03687990995
900	0.03682177617
901	0.03681863083
902	0.03669763053
903	0.03663456006
904	0.03658574818
905	0.03651770251
906	0.03650190901
907	0.03644131168
908	0.03638900772
909	0.03628716536
910	0.03626608697
911	0.03617857763
912	0.03609491428
913	0.03599961247
914	0.0359555148
915	0.03584023002
916	0.03569359457
917	0.03560192767
918	0.03552926068
919	0.03547336625
920	0.03545554918
921	0.03539693211
922	0.03535613448
923	0.03530853106
924	0.0352476138
925	0.03518599146
926	0.03510126392
927	0.03504761006
928	0.03502378467
929	0.03493972217
930	0.03481825932
931	0.03475958481
932	0.03468138472
933	0.03468087998
934	0.03465802314
935	0.03458554569
936	0.03453287504
937	0.03451026539
938	0.03444177061
939	0.03438073599
940	0.03430416498
941	0.03426141904
942	0.03421641768
943	0.03415579903
944	0.03414551024
945	0.03407402444
946	0.03405184743
947	0.03402604107
948	0.0339600419
949	0.03387598772
950	0.03381870096
951	0.03377030125
952	0.03369944493
953	0.03365609959
954	0.03359887384
955	0.03356190876
956	0.03352500324
957	0.03346737553
958	0.03342396663
959	0.0333345374
960	0.03328093725
961	0.03323034241
962	0.03319531967
963	0.0331744123
964	0.03308315915
965	0.0330284949
966	0.03301901076
967	0.03298760465
968	0.03293642489
969	0.03287448522
970	0.03283078744
971	0.03276522491
972	0.03276110491
973	0.03274817103
974	0.03265662127
975	0.03253955973
976	0.03252456354
977	0.03242146276
978	0.0323994688
979	0.03239825616
980	0.03237265879
981	0.03230229625
982	0.03223347908
983	0.03216356244
984	0.03209395134
985	0.03201702101
986	0.0319950602
987	0.03196672988
988	0.03196668674
989	0.03193716188
990	0.03191954994
991	0.03188211581
992	0.03182835536
993	0.03179745523
994	0.03173289351
995	0.0316651979
996	0.03165666083
997	0.03159411908
998	0.0315754676
999	0.03155624155
